mayfly	chironomid	simulium	ephemeroptera	diptera	killifish	cyprinus	phalacrocorax	mosquitofish	trematode	herbivorous	insectivorous	chub	sunfish	piscivorous	salvinia
internet_radio	remix	ringtone	rhapsody	jukebox	audiobook	airplay	deejay	cubas	prerecorded	music_industry	remix	cds	tune	podcast	audio
iranian	diplomatically	militarily	diplomatic	larijani	embargo	nuke	nuclearization	nuclear	antiproliferation	pro-american	russia	sanction	saudi	islamic	stalemated
premier	extravaganza	celebration	celebrated	concert	sold-out	wed	debut	tanglewood	performance_art	world-famous	mid-autumn	troupe	philharmonic	haga	bachata

prioritized	prioritization	prioritize	precedence	urgent	urgency	ranking	cross-cutting	emphasis	agenda	renice	effort	top-priority	overarching	strengthening	earmarking

erstwhile	imperium	separatist	chieftain	monarchist	supremo	figurehead	redoubtable	kingmaker	overlord	court	fractious	goths	reigning	patrician	hussite
acquiesce	tacitly	repudiated	intransigence	countenance	renunciation	disavow	repudiate	reassert	capitulation	unwarrantable	usurpation	relinquishing	repudiation	conciliatory	magnanimity
agri-food	food_processing	trade_show	fabless	biobased	trade_promotion	ecolabel	exhibitor	multifunctional	fair_trade	semiconductor	bioproducts	food_industry	aquaponic	international_trade
marquess	viscount	nobleman	duchess	earldom	marchioness	countess	lordship	frere	ladyship	queen	peerage	plantagenet	tooke	certain	veri
upsilon	epsilon	omicron	omega	zeta	kappa	sigma	lambda	phi	theta	chi	nu	psi	alpha	rho	dna_polymerase

geosphere	biogeochemical	cryosphere	biogeochemistry	lithosphere	biospheric	biogenic	geochemistry	biosphere	geomicrobiology	geochemical	paleoclimatology	global_change	diagenesis	biota	atmospheric
windows_shell	cowrie	foram	brachiopod	subshell	cowry	conchologist	mollusk	nacre	radiolaria	nassarius	unix_shell	artillery	shelled	glob	terebra
quarrying	excavator	limestone	quarried	outcrop	excavate	tailing	excavation	emplacement	trench	sandstone	quartzite	earthmoving	adit	overburden	dorset

zapotec	nahuatl	zapotec	tzotzil	oaxaca	mestizo	pre-columbian	prehispanic	incan	pueblo	inka	mazatec	quechua	mexicano	mexica	sonora
dessication	waterlogged	dormancy	abscission	mycelium	abiotic	sloughing	thawing	cuticular	cuticle	waterlogging	hyphal	halophytic	supercooling	ecophysiological	planktonic


portico	colonnade	amphitheater	cupola	breezeway	statuary	atrium	three-story	loggia	columned	octagonal	pavilion	foyer	campanile	entranceway	baptistery
parallelize	superscalar	parallel	pipelining	opcode	bignum	little-endian	vector	microprogram	vliw	big-endian	coprocessor	speedup	mispredict	xor	toolchain
dehalogenase	alkylphenol	reagent	protein	proteases	phalloidin	ligand	schizosaccharomyces	eukaryotes	hydrolase	ester	dihydrofolate	counterstain	assay	acetylated	peptidyl
photographic	photo	photograph	black-and-white	photograph	pictorial	photography	photographer	photographically	stereograph	depicting	artwork	photojournalist	scrapbook	digitized	depict
weaponry	biowarfare	airpower	military	battlefield	wargame	combat	information_warfare	war	wage	all-out	militarized	counter-insurgency	bioweapon	internecine	rearguard
recoilless	breech-loading	matchlock	musket	mortar	armor-piercing	muzzle-loading	shotgun	turret	peeler	fuze	matchlock	combat_vehicle	cannon	arrowhead	heavy_equipment
repose	calmness	quietude	quiet	sooth	serene	serenity	murmuring	tranquillity	wearied	unwonted	cheerfulness	wonted	solitude	stillness	meekness
software_testing	catia	software	toolset	custom_software	software_design	software_developer	microelectronics	application_software	system_integration	computer_hardware	spherical	commercial-grade	product_design
tetri	apoorva	hack-and-slash	tram	joypad	fluffer	crossword	ultraportable	turret	sarda	platformer	cabaret	emoticons	grobbelaar	first-person_shooter	atog
lyrebird	tufted	polypody	yellow-bellied	redtail	anthus	kookaburra	tawny	tanager	drongo	pipit	toucan	red-eyed	phalacrocorax	rufous	trogon

sculptor	sculptural	gallery	artwork	exhibition	statuary	art_gallery	life-size	bas-relief	painting	statue	mural	triptych	sculpted	moma	figural
jersey	kristiansand	stavanger	upstate	rockland	trenton	brunswick	ny	camden	mahwah	york	hamburg	cortland	westport
modern-day	mythical	feat	conquering	hero	cumbersomeness	barbarian	reigning	marvel	overlord	despot	inca	momentous	civilization	legendary	ahom
feudalism	peasantry	serf	socialistic	propertied	feudal	unfree	aristocracy	capitalistic	collectivization	autocracy	feudalistic	communistic	emancipate	statism	bourgeoisie
unseasonable	seasonable	wintry	clime	winter	unseasonably	stormy	scanty	frigid	pestilence	inclement	balmy	weather	drenching	barrenness	inured
bags	seatback	sunroof	retractable	brakes	foldable	plasterboard	headrest	driveshaft	atomizer	fuselage	display	rack	instal	subwoofer	expend

stuttery	double-reed	pyaar	solo	wiegersma	numminen	rikishi	vavra	battement	lundqvist	backflip	eyebrows	fullcourt	nonfatally	lace-up	sharkskin
demonstrator	technology_demonstration	demonstrate	proof-of-concept	pilot	full-scale	demo	field-test	project	pilot_project	shmo	prototype	testbed	set-aside	follow-on	demonstrated
unlawfulness	construe	illocutionary	nullity	unwarrantable	perlocutionary	uncandid	annul	derogate	impugn	purport	abrogation	assenting	unreasonableness	disavow	proscription
ducat	nobleman	petrus	ducal	libra	vill	otho	signor	duchy	burgundy	quaestor	liege	sett	drachma	pisan	brooch

battlestar	galactica	sci-fi	novelization	star_trek	live-action	made-for-tv	hack-and-slash	reality_show	prequel	television_series	tv_series	co-star	x-file	dreamwork	film_star
admission	matriculation	admit	matriculate	wishing	readmission	entrance	entering	readmit	nondegree	unescorted	reapply	enter	enrol	admit	invigilator
facelift	stylish	chic	face-lift	sleek	redecorate	classy	debut	glamour	jazzed	pizzazz	rebranding	sexy	brand-new	swimsuit	hip
strong-arm	counter-attack	ploy	obstructionist	thwart	thwarting	diversionary	resort	resort	attacking	defeat	tactically	underhanded	bait-and-switch	counter	oust
lumber	lumberyard	pulpwood	gristmill	tannery	planer	mill	woodchip	farmhand	timber	cannery	skidder	tehama	timberland	timbering	quarrying
montu	rut	tribal	sounder	mantel	savor	esker
bedspread	ashtray	silks	corbel	moccasin	sheepskin	grasscloth	gait	woodcut	lima_bean	hatchet	royalist	enamel	cenerentola	watch	templon
rhinoceros	felis	pygmy	caiman	tapirus	capybara	cephalophus	duiker	hippopotamus	peccary	gazelle	ocelot	gorilla	tragelaphus	acinonyx	crocuta
voltmeter	oscilloscope	low-voltage	ohmmeter	thermistor	rheostat	thermocouple	ohm	resistor	potentiometer	alternator	high-voltage	breadboard	capacitive	5v	millivolt
iontophoresis	electrosurgery	electrotherapy	transcutaneous	hydrotherapy	electrocautery	electromyography	hyperthermia	acupressure	ultrasonic	electrothermal	electrosurgical	electroencephalograph	bioelectric	cautery	vagus
knightly	wench	haughty	meane	varlet	dulcinea	mischance	lordly	haughtily	braggart	troilus	insolent	insolence	redoubtable	knave	blackguard
implantable	miniaturized	implanted	circuitry	diode	low-voltage	transceiver	low-powered	battery-powered	miniaturization	microchip	actuating	transponder	micromachined	accelerometer	nanocell
home-school	schooler	major	kindergarden	undergrad	valedictorian	tutor	minor	high_school	schoolwork	kid	frosh	college	classmate	third-grader	teenager
sericite	ferromagnesian	thermolytic	syenite	porcelanite	orthoclase	bigoudine	hypersthene	monocarboxylic	leucite	saponin	actinolite	nepheline	entisol	phenol	sodalite
riyam	scharwenka	manrico	treefish	checkerbloom
canarium	gnetum	premna	inocarpus	aleurites	tamarindus	diospyros	syzygium	semecarpus	santalum	heritiera	elaeocarpus	bischofia	erythrophleum	artocarpus	blighia

piping	water_pipe	pipework	manhole	tubing	pipe	muffle	sump	stopcock	flanged	gasket	baffle	weld	organ_pipe	soldered	blowtorch
heaney	james	joycean	ulysses	symon	oat	kinnell	reread	multigenre	bookish	cordwainer	ruth	villanelle	sayer	showers	poetically


troposphere	stratosphere	rarefied	conducive	exosphere	congenial	collegial	relaxed	hydrosphere	dioxide	atmospheric	uninhibited	stifling	hospitable	collegiality	convivial

parisian	marseille	france	frenchman	sorbonne	french	francais	national	madrid	quinze-vingts	monsieur	brest	lycee	bordeaux	genoa	fernand

fontinalis	larinus	bigoudine	aster	cricket	garbacz	sedum	leaf-nosed	curculionidae	furnituremaker	plagiobothrys	pollachius	fremontodendron	heterocampa	tuctoria	darak
convexly	concavely
sophistic	signifier	presupposition	univocal	self-contradictory	conflation	equivocation	signification	sophistry	couched	casuistry	posit	sophistical	rationalistic	originary	explicable
blogroll	social_software	bookmarking	geotagging	newsfeed	bookmarklet	weblog	weblog	dogpile	social_bookmarking	slashdot	pirillo	spidered	bookmark	suck.com	blog
podcast	vodcast	podcast	blog	weblog	blog	blog	webzine	weblog	webcast	playlist	podcatcher	webcast	vlog	youtube	remix
prize	runner-up	winning	finalist	contest	shortlisted	contestant	semifinalist	shortlist	won	oscar	webby	final	award	loser	loser
kristiansand	stavanger	koblenz	marseille	lill	tamper	bremen	universitet	morup	tilburg	universitat	deutsch	eriksson	carinthia	darmstadt	scandinavian

kamunyak	magado	diores	erelong	scipio	lycomedes	reft	fomor	kaurava	sharn	lemberg	srifa	asylum	colchian	himera	knighthood
achillea	crataegus	officinal	euphorbia	parthenium	allium	boswellia	catharanthus	euphorbiaceae	sambucus	cassia	tanacetum	compositae	hypericum	asteraceae	solanum
employ	employer	salaried	human_resources	reemploy	rehire	employee_benefit	supervisor	merit_system	grievant	demotion	probationary	workplace	workday	timecard	timesheet

star	titanic	five-pointed	prow	spangled	pennant	bowsprit	blue-white	white	stars	unsinkable	flotilla	frigate	yacht	inky	harpooner

antagonistic	hostility	disunity	divisiveness	antipathy	exclusiveness	disunion	enmity	animosity	disharmony	perpetuation	irreconcilable	sectarianism	discord	dissension	emancipate
photographic	photojournalism	photographer	photograph	darkroom	photo	stock_photography	photograph	photojournalist	videography	digital_media	printmaking	digital	videographer	digital_camera	creative
flirt	flirtatious	uptight	tryst	threesome	perky	slut	nubile	flirtation	raunchy	humorless	giggle	bimbo	flirt	prude	snickering
significant	significantly	improved	increase	appreciably	substantially	improvement	measurably	increased	effectiveness	decrease	proportionately	percentage	year-to-year	proportionally	affordability
grizzly	bear	lion	brunt	cub	mind	ursus	black_bear	paw	devour	colt	teddy	polar	cougar	lioness	alone
decentralised	decentralization	centralisation	devolution	decentralizing	democratisation	subsidiarity	decentralising	centralised	decentralize	centralization	rationalisation	reorganisation	centralising	participative	utilisation
wiggler	undulator	sextupole	linac	cryomodule	photocathode	interferometer	collimator	emittance	electron_beam	gev	cantilever	deflection	antenna	quadrupole	corrector
garbanzo	mung	bean	fava	okra	mung_bean	lentil	cornmeal	pickling	pea	tofu	phaseolus	ho	cilantro	radish	lablab
prophylaxed	molins	reconvey	flaum	fossett	collum
bailiff	assize	procurator	presiding	arraign	arraignment	plea	judge	magistracy	court	thereupon	judicature	alcalde	justiciary	lawe	jailer

chip	computer_chip	chocolate_chip	microprocessor	circuit	blue_chip	houlette	semiconductor	microelectronics	wafer	transistor	ganassi	chipset	printed_circuit	integrated_circuit	transistor
pale	bluish	grayish	greenish	reddish	dark	yellowish	mottled	greyish	brownish	whitish	blue-gray	blackish	pinkish	silvery	hairless
neuroscientist	cognitive	limbic	amygdala	neurobiological	neurological	neurobiologist	neural	neurologically	hippocampus	neocortex	brain-damaged	neuronal	brain_cell	neuron	neurotransmission
jersey	trenton	new_brunswick	camden	new_hampshire	ridgewood	plainfield	brunswick	rockland	mahwah	upstate	vineland	hampshire	metuchen	corzine	nys
redleg	calorimetry	differentially	pixelized	diophantine	power_failure	eigenvalue	semilinear	multivariable	calculus	equation	integrability	integrable	thanatephorus	real-valued	3-fold
monocacy	encamp	feder	shiloh	fort	monongahela	bivouack	greenbrier	encampment	sudley	potomac	redoubt	richmond	cavalry	montrose	bivouac
tehama	aliso	escondido	tulare	solano	chino	puente	robles	rancho	pleasanton	paloma	redlands	yuba	dolor	alto	pinos

rappel	belay	rappel	crevasse	crampon	ledge	toboggan	treetop	mountainside	clamber	climber	skydiver	piton	halyard	belaying	freefall
undergrad	highschool	postgrad	graduate	graduate_student	postdoc	ta	undergraduate	college	prelim	excel	major	flunk	minor	flunk	yay
gasification	coal-fired	hydrogen_fuel	energy_technology	photovoltaics	fuel_cell	electricity_generation	gas-fired	fossil_fuel	energy_development	bioenergy	microgeneration	nuclear_energy	areva	desulfurization	renew
ladyship	gentlewoman	gentleman	madame	lady	excellency	mistress	maid	wench	mademoiselle	dashwood	monsieur	earnestly	countess	indisposed	oblige
indigestion	antacid	dyspepsia	bloating	prilosec	prevacid	constipation	laxative	aleve	motrin	zantac	tagamet	ibuprofen	insomnia	naproxen	caffeinated
baseman	infielder	right-hander	shortstop	at-bat	slugger	outfield	left-hander	minor-league	righthander	centerfielder	garciaparra	grounder	leadoff	sosa	thorman

beth	fermionic	fermi	fermion	supergravity	pion	ansatz	deuteron	qed	hyperon	quantum-mechanical	conn	wave-particle	renormalization	nucleon	decoherence
hangman	chained	gibbet	jailer	fiendish	hideous	cur	dwarven	undead	gallow	horrid	fiend	sorcerer	ogre	wretch	insolently
excommunicate	absolution	sacrilege	penitent	simony	penance	banishment	recant	abjuration	inquisitor	romish	odium	ordain	apostasy	edict	expiate
barbed	hooking	concertina	strung	stringing	plier	voltmeter	soldered	light-tight	ricochet	reel	downhaul	bolt	demagnetize	contraption	velcro
madison	illinois	michigan	crosse	wi	winnebago	chippewa	iowa	lake	bayfield	eau	minnesotan	menominee	sauk	outagamie	vila

subsonic	airfoil	aerodynamic	planform	aeroelastic	aerodynamically	aeroelasticity	fuselage	heatshield	nacelle	isobaric	cowling	turbojet	inviscid	aileron	headbox

wisdom	upekkha	samsaric	druj	fravashi	sukha	daeva	kusala	samsara	phala	perverseness	bringer	sabbe	unmingled	self-realisation	self-annihilation
marauder	ogre	man-eating	warthog	vulture	cyclops	basilisk	scorpion	snakes	berserker	jackal	mastiff	goblin	fiendish	tarantula	viper
angel	gato	alto	pinos	ada	palo	naranjo	luna	mochi	angl	tarrar	olivo	rancho	angelino	california	sacramento
outgassing	argon	oxidizer	pyrolysis	vapor	vaporized	calcination	exothermic	supercritical	gaseous	thermally	isothermal	sintered	degassed	quenching	carbonaceous

denitrification	nitrifying	oxic	anaerobic	biodegradation	methanogenesis	biofilter	anoxic	rhizosphere	methanogenic	orthophosphate	heterotrophic	autotrophic	oligotrophic	hypolimnion	fermentative
microscopy	electron_microscope	immunoelectron	microanalysis	cytogenetics	ultrastructure	microtomy	histotechnology	cytochemical	microanatomy	mounter	monoclonal_antibody	cytopathology	cryoelectron	markwell	medical_science

timelessness	evocation	preciousness	imbue	quotidian	captivating	evocative	whimsy	archetypal	enthralling	incomparable	nostalgic	evoke	epitome	poignancy	transcendent
loose-leaf	unsorted	item-by-item	card	daybook	index_card	index	cataloged	face-up	cross-index	sorted	collected	collect	sorter	looseleaf	ledger
brickwork	terrazzo	clapboard	gabled	stonework	whitewashed	roofed	stonemason	parquet	sheetrock	plastering	unpainted	paneling	mansard	shingle	ironwork
kipini	seep	monsoon	rainstorm	snowstorm	tornado	marau	arangi	windstorm	typhoon	blizzard	thunderstorm	goodyera	shallows	dike	scarp
clay	calcined	entisol	carbon	dolomitic	halite	illite	chlorite	goethite	augite	limy	inceptisols	actinolite	diammonium	siliceous	ilmenite
relevance	comprehensiveness	searchability	searcher	search	ranking	interestingness	search-engine	relevant	appropriateness	metasearch	search_engine	usefulness	keyphrase	keyword	recommend
disenchanted	succumb	careerist	birthrate	gray	plummet	self-absorbed	debt-ridden	complacent	bankrupt	dire	reemerge	power-hungry	succumb	well-off	unabated

pass	passed	passage	away	repassing	message_passing	repass	carelessly	silently	hurrying	hurried	thrown	rushing	approaching	retake	oblivion
estimator	nonparametric	bayesian	nonstationary	estimate	quantile	cross-validation	stationarity	autoregressive	overfitting	probit	resampling	statistical	semiparametric	regression	uncorrelated
homework	semiotic	scriptlet	dash	trough	sight	mastodon	kumo	rosicrucian	procession	barbarian	backbones	biotech	suppress	cooper	deport
leishmania	trypanosomiasis	malarial	echinococcus	schistosomiasis	epizootic	filariasis	sandfly	rickettsia	chagas	enzootic	aedes	giardiasis	tularemia	rickettsial	albendazole
roadster	sporty	four-door	hardtop	two-seater	supercharged	coupe	hot-rod	sedan	beat-up	tricked-out	corvette	sleek	beefy	turbocharged	scruffy

snowmelt	snow	precipitation	rainfall	snowstorm	sleet	unseasonably	wintertime	rainstorm	blizzard	wetter	cloudiness	storm	streamflow	winter	flooding
walking	stroll	walk	climb	scamper	ride	strolling	jogger	away	jog	wander	amble	jogging	crutch	ambling	stepping
franchising	franchise	franchiser	parimutuel	wager	money-making	owner	major-league	distributorship	carvel	revenue	minor-league	tie-in	bettor	major_league	new_line
gastronomic	delectable	sizzling	foodie	gastronomy	tasty	voraciously	deliciously	knapper	steamy	delicious	enchanting	kimchi	luscious	brimming	globe-trotting
krona	valdir	noncontrolling	kasane	apatopus	akpa	argana	mulam	prepayable


torsional	dihedral	biaxial	helical	flexure	uniaxial	curvature	axial	radial	flexural	metacarpus	hyperbola	moduli	conformation	kinematic	cantilever
mastic	stint	bratan	antill	waltzes	scandinavian	decant	bronco	cross-dress	procedural_programming
mutagen	muralist	feldspar	espressivo	archers	glycolipid	tocopherol	furan	waltzes	stint	vinegar	theosophist	parsnip	dieterich	heterocyclic_ring	casuist

folktale	retold	storytelling	retelling	raconteur	heart-warming	newbery	tale	storybook	best-loved	cordwainer	captivating	lullaby	heartwarming	spellbound	movingly

inflow	flow	accretion	inflowing	infall	poleward	anticyclonic	advect	tidally	updraft	outflowing	transit	baroclinic	gyre	infalling	entrainment
poetry	poem	elegy	sonnet	poetic	doggerel	wilde	sappho	poetical	heaney	poetess	elegiac	poems	dramatist	essayist	rosmarie

ox	mastiff	swineherd	hippopotamus	hoof	stag	lioness	cervus	venison	farmyard	ovis	rhinoceros	gazelle	spaniel	she-wolf	even-toed
polyclonal	immunotherapeutic	recombinant	antibody	retroviral	hybridoma	immunotherapy	immunogen	immunogenic	epitope	rituximab	immunogenicity	murine	xenograft	antiangiogenic	transfect
augustin	stenotaphrum	mari	chinch	alban	centipedegrass	saint	malo	ignatius	wort	lucie	friary	zoysia	vitus	lucia	nyssa
inclusivity	diverse	inclusive	underrepresented	pluralism	multicultural	multiculturalism	ethnocultural	commonality	underrepresentation	unifying	bisexual	multireligious	interconnectedness	minority	cross-cutting
demagogue	rail	far-right	centrism	staunchly	self-proclaimed	vociferous	nativist	ultraconservative	vilify	leftish	strident	inveigh	rabidly	puritanical	unrepentant
cantata	classical_music	autoharp	adaskin	charango	sonata	bandurist	brass_band	guqin	fortepiano	multiphonic	obbligato	earthsongs	string_quartet	cameo	ricercar

mincing	swaggering	scorning	redoubtable	martinet	gruff	haughtily	chuckling	coolly	callow	good-natured	lanky	contemptuously	lecherous	doughty	foppish
computer_graphics	computer_graphic	graphic	graphic_design	prepress	aldus	visualizer	photorealistic	macintosh	microdisplay	wordprocess	metafile	graphic_art	computer_animation	spreadsheet	interleaf
hydrogeologic	geochemistry	hydrology	geomorphology	hydrogeological	sedimentology	geoenvironmental	petrology	geochemical	geoscientific	biogeochemistry	geotechnical	geophysics	geochronology	surficial	stratigraphic
language_immersion	primary_school	preschool	midrasha	team_teaching	school_day	student_teacher	practicum


stent	restenosis	cryptanalytic	cryptanalyst	cryptanalysis	cryptosystem	cipher	unbreakable	stent	cryptographer	gianluigi	decrypt	angioplasty	plaintext	plavix	artur
vibrometry	microlaser	laser_safety	optronic	ultrafast	excimer	diode	laser	shearography	optical	high-power	femtosecond	photocoagulation	lasing	interferometry	photonics
pension	pension_plan	investment_fund	asset_allocation	invest	investment_management	retirement_plan	provident	retirement_planning	broke	mutual_fund	investor	investment_firm	retirement_benefit	funds	decumulation
eatery	steakhouse	chef	bistro	diner	restaurateur	trattoria	entre	busboy	waitstaff	steak	amuse-bouche	gourmet	hotel	grill	chipotle
recollect	autobiographical	elegiac	evocation	elegy	melancholic	quotidian	poignancy	poignantly	evocative	poignant	movingly	idyll	recollection	vividness	lyricism

supernatant	centrifugation	deionized	microtiter	broth	coverslip	algin	protoplast	filtrate	ferment	embryogenic	lyse	peptone	aliquot	lysis	mucilage


prosperous	third-world	populous	poverty-stricken	prosperity	impoverished	motherland	emigrate	despot	compatriot	democracy	prospering	oligarchy	abroad	peace-loving	plutocracy

clayey	gneiss	granitic	interbedded	silty	mudstone	schist	lacustrine	basaltic	claystone	unconsolidated	mafic	unconformity	alluvial	colluvial	glaciated
cypriot	aegean	crete	greece	malta	mediterranean	ionian	larnaca	seleucia	levant	tunis	tripoli	patras	macedonia	south-eastern	macedonian
hydrochloride	tartrate	maleate	quinidine	isosorbide	dihydroergotamine	tricyclic	cimetidine	phenothiazine	phenytoin	terfenadine	carbamazepine	desipramine	hydrochlorothiazide	clomipramine	triptan
tusked	ghast	onager	amarilla	jitte	weasel-like	kukri	bull-necked	green-white	hidenori	short-legged	yeerk	coria	lantern-jawed	long-armed	ocosingo

instantaneously	post-processing	instantaneous	time-lapse	replaying	compressing	stroboscopically	grabber	bibble	retrieve	decompress	automate	video_capture	ulpa	synchronizer	modify

stereo	pallet	sleight	letterhead	robe	sharpen	lithograph	drapes	manifesto	ballast	optical_storage	proverb	sonnet	nugget	intercept	nucleon
eschatological	eschatology	redemptive	transcendence	predestined	messianic	prophetic	salvific	parousia	rapture	dispensationalist	deification	apocalypticism	transcendent	apocalyptic	plenitude
councillor	temir	elector	legislative_council	precinct	omelchenko	partisan	moder	multimember	regional_council	right-of-centre	socialist_party
cambridge	university_college	savilian	regius	brook	eton	keel	dphil	exeter	london	sheldonian	guildhall	tripos	bloomsbury	oxbridge	latterly
terrorist	counter-terrorism	terror	extremism	antiterrorist	antiterrorism	threat	combat	jihadism	antiterror	counterterrorism	counterterrorist	counter	jihadist	combat	radicalization

follower	ascetic	barnaba	theodorus	dastur	baptised	philippian	anchorite	asceticism	barnaba	ephesian	philippian	proselyte	proclus	reclus	diognetus
downfield	dribbling	backhand	scrimmage	ping-pong	fastball	bowled	puck	racquet	wicket	scrum	yardage	batsman	shuttlecock	defensively	wildcat
backfire	ridiculously	wary	tempt	loath	skittish	scare	scrambling	dodgy	leery	haggling	upshot	grumble	plunk	fretting	stupidly
rightist	anti-democratic	demagogic	demonize	opportunist	antidemocratic	chauvinism	illiberal	militaristic	stridently	demagogy	left-wing	undemocratic	leftist	chauvinist	subversive
dugout	googlearchy	downspout	eosinophil	supernova	moron	bulrush	chilean	tribal	decant	isolationist	tyrannosaur	buzzer	bonnet	quarterback	popular
diploma	unaccredited	associate_degree	ged	celta	graduate_diploma	licentiate	hnd	postbaccalaureate	certificate	degreed	matriculation	nondegree	degree	laurea	gcse

nonpermissible	taiohae	a-2	access	attogram	jolt	a7	telesto	a-1

judgement	inadmissible	summary_judgment	litigant	evidentiary	judge	pleader	impugn	unlawfulness	supposititious	er	enjoining	impartially	admissible	proffer	uncontradicted
spacewalk	zarya	extravehicular	spacewalker	stowage	spacesuit	spacewalk	pressurized	stow	pressurization	canister	elektron	glovebox	stowing	z1	riser
varna	sofia	stara	bulgarian	mihai	rumanian	kosice	slovakian	carinthia	zagora	gheorghe	slovenian	moldavian	petar	moldavia	andriy

saintly	martyr	canonized	jansenist	sacrilegious	borgia	iconoclast	counter-reformation	sigismondo	ludovico	blasphemous	barberini	inquisitor	libertine	veronese	devoutly
aggregational	issen	lake_bottom	impactite	calcium_fluoride	brown-grey	dingleberry	turbinal	hygrometric	dodder	hexadecyltrimethylammonium	zanotto	thixotropy
piri	port_city	michigan	flack	schaghticoke	lake	ottawa	gironde	lake	oneida	barb	penobscot	gross	iroquois	renker	recentralize
antipersonnel	arsenal	weaponry	weapon	weapon	chemical_weapon	nuclear_weapon	manpad	man-portable	weapon_system	destruction	warhead	asat	fissile	biological_weapon	biowarfare

balloon	blimp	ballon	weather_balloon	balloonist	cheerlead	rocket	dunk	sparkler	inflatable	pre-game	radiosonde	confetti	breather	tank	fizz
great-aunt	granddaughter	grandmother	great-grandfather	great-uncle	stepmother	grandpa	stepson	mother-in-law	half-sister	schoolmate	sister-in-law	grandson	schoolteacher	daughter-in-law	cassie

agide	ipkg	toolset	gtkmm	s750	savea	museophile	s520	tinc
taleban	warlord	banditry	bandit	brigand	mujahedin	taliban	mujahideen	mujahidin	maoist	afghan	disarm	strongman	overlord	faction	militarized


maple	leaf	redbud	dogwood	shamrock	filbert	four-leaf	sugaring	hawthorn	persimmon	peony	ilex	leaved	forsythia	sprig	anise
synodic	metonic	zodiacal	intercalary	sidereal	heliacal	volvelle	molad	hipparchus	precessional	ennead	saturnian	dione	equinoctial	hexagram	yasht
nonpermissible	exec	jezierski	bloop	omics	lower_leg

mountain_laurel	brier	kalmia	oxon	oak	manzanita	cypress	woodbine	tupelo	magnolia	woodlawn	heights	sycamore	potter	birchwood	strathmore
flashing	battery-powered	lantern	blindfold	florescent	blinking	light	flasher	dayglo	phosphorescent	wristwatch	night-light	floodlight	gizmo	zap	cellophane
web_page	site	web_design	homepage	page	web_content	webmaster	website	bookmark	home_page	web_development	web_server	webpage	hyperlink	hyperlink	e-zine
postreplication	reamplified	chili	pyrenophora	ovrette	turnip	apolipoprotein	phytopathogenic	binucleated	shinleaf	petal-like	peltaster	rising	macroclemys	sonogram	hometown
discoid	hypertrichosis	parakeratosis	grayish-white	lipoid	cyst	intralobular	tonsil	ectasia	acuminate	scar	blood-filled	theca	rash	basalis	bluish-grey

rhyme	horror	charact	monster	classics	novel	lish	heder	ninny	tale	maus	takin	sirens	clown	oaf	stuck-up
cataplexy	insomnia	sleepiness	modafinil	neuropsychiatric	orexin	myoclonus	sleeplessness	dysphoric	tardive	wakefulness	neuroleptic	narcoleptic	psycho	elavil	selegiline
citizenry	law-abiding	senior_citizen	civic-minded	civic	democracy	citizenship	enfranchised	public-spirited	disenfranchised	second-class	disenfranchise	disfranchise	disfranchised	democratically	majoritarian
campo	fonte	mancha	bere	vaquero	quinta	vaca	magdalena	riva	dios	estancia	zamora	llyn	barro	oliva	vida
zeus	daimon	aeolus	athene	artemis	horus	delphic	herakles	palla	osiris	pythian	argos	thetis	theogony	mithras	thebes
drought-tolerant	green	bindweed	groundcover	caltha	amorpha	kochia	sumac	polygonum	chokecherry	helianthus	disk	festuca	digitaria	redbud	gossypium_hirsutum
govern	federal_government	privatize	bureaucrat	govern	unelected	governmental	parastatal	nongovernment	privatise	federal	bureaucracy	quango	private	nationalize	land_reform

otomops	kazak	photoreal	azahari	muammer	uralskaya	mender	baurzhan	jashari	abidin	myroslav	governor	avar
leadman	csau	drena	fade	patilla	superstar	geoduck	chiaki	bugno	klimek	hanne	gjertsen	nonactuarial
dadaist	futurism	dada	fluxus	surrealism	surrealist	expressionism	modernism	symbolist	cubism	modernist	expressionist	dadaism	counter-culture	gard	purism
haul	carting	haul	unloading	truckload	unload	truck	hauler	wheelbarrow	unloaded	transport	tractor-trailer	waggon	cartage	dozer	tow
killarney	downland	pond	exmoor	south-western	moorland	lake	voyageurs	cayuga	tableland	anglian	weald	pennine	escarpment	aberdeenshire	taconic
mead	belvoir	panken	solder	brigadier_general	paricalcitol	metal_fabrication	spetsnaz	humanitarian	merrit	neutrinoless	hip_fracture

louer	cointension	intent	moue	carpool	m88	graduand	sealyham	dream	bariaur
photojournalism	manship	mass_communication	journalistic	journalist	mass_media	publishing	print_media	news_media	newsmaking	e-zine	publicize	blog	newsgathering	media_studies	muckraking
chocolate	lollipop	oreo	popcorn	oreo	snicker	popsicle	trick-or-treat	sugar-free	pretzel	sugary	fudge	cheerio	jell-o	ketchup	dilly
malate	succinate	methionine	hydrolase	dehydrogenase	decarboxylase	reductase	nicotinamide	oxidase	arginine	microsomal	citrulline	epoxide	aldehyde	threonine	transferase
